Customer,"UCSB"
Date Range,01/01/2022 - 01/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,01/10/2022 08:00,11,21,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 09:00,76,162,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 10:00,251,307,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 11:00,329,366,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 12:00,410,459,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 13:00,540,605,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 14:00,645,694,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 15:00,695,717,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 16:00,647,689,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 17:00,490,587,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 18:00,361,441,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 19:00,281,314,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 20:00,289,307,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 21:00,220,284,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 22:00,10,89,1hour,UCSB > UCSB Library
UCSB Library,01/10/2022 23:00,7,8,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 00:00,5,9,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 01:00,5,6,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 02:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 03:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 04:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 05:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 06:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 07:00,6,8,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 08:00,16,32,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 09:00,73,115,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 10:00,189,250,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 11:00,307,366,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 12:00,387,428,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 13:00,471,542,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 14:00,594,642,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 15:00,623,647,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 16:00,541,613,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 17:00,447,537,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 18:00,339,376,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 19:00,278,296,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 20:00,264,301,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 21:00,157,235,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 22:00,6,29,1hour,UCSB > UCSB Library
UCSB Library,01/11/2022 23:00,6,8,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 00:00,7,12,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 01:00,6,8,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 02:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 03:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 04:00,6,7,1hour,UCSB > UCSB Library
