Customer,"UCSB"
Date Range,03/01/2022 - 03/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,03/04/2022 16:00,1312,1415,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 17:00,1085,1258,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 18:00,693,864,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 19:00,481,588,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 20:00,392,456,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 21:00,395,433,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 22:00,305,369,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 23:00,195,278,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 00:00,89,123,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 01:00,46,71,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 02:00,27,33,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 03:00,24,29,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 04:00,22,24,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 05:00,22,24,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 06:00,23,26,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 07:00,24,26,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 08:00,29,35,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 09:00,53,84,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 10:00,179,269,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 11:00,408,562,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 12:00,754,882,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 13:00,1059,1232,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 14:00,1133,1278,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 15:00,1184,1408,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 16:00,1308,1500,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 17:00,1169,1365,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 18:00,776,1044,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 19:00,530,579,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 20:00,460,531,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 21:00,444,492,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 22:00,315,437,1hour,UCSB > UCSB Library
UCSB Library,03/05/2022 23:00,228,311,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 00:00,138,170,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 01:00,58,111,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 02:00,38,47,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 03:00,33,39,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 04:00,28,31,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 05:00,28,29,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 06:00,28,30,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 07:00,28,30,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 08:00,34,50,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 09:00,64,125,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 10:00,205,296,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 11:00,437,557,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 12:00,751,948,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 13:00,1165,1293,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 14:00,1516,1810,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 15:00,1809,1968,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 16:00,1878,1959,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 17:00,1689,1867,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 18:00,1323,1561,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 19:00,1094,1185,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 20:00,1069,1142,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 21:00,991,1144,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 22:00,778,1015,1hour,UCSB > UCSB Library
UCSB Library,03/06/2022 23:00,563,688,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 00:00,374,492,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 01:00,176,235,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 02:00,127,163,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 03:00,70,109,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 04:00,40,50,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 05:00,35,41,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 06:00,29,33,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 07:00,36,59,1hour,UCSB > UCSB Library
